id,ui,page,kind,element,type,reference,outcome,status,note
UI30.27,UI30,inventory,control,Data & trust,summary,,STATE,PASS,State: content changed
UI30.28,UI30,inventory,nested control,[menu: More] Data & definitions,button,,STATE,PASS,State: content changed
UI30.29,UI30,procurement,control,Dashboard Settings,button,,NAV,PASS,Opened native Settings
UI30.30,UI30,procurement,control,Data & definitions,a,,STATE,PASS,State: content changed
UI30.31,UI30,procurement,control,Data & trust,summary,,STATE,PASS,State: content changed
UI30.32,UI30,procurement,nested control,[menu: More] Data & definitions,button,,STATE,PASS,State: content changed
UI30.33,UI30,crm,control,Dashboard Settings,button,,NAV,PASS,Opened native Settings
UI30.34,UI30,crm,control,Data & definitions,a,,STATE,PASS,State: content changed
UI30.35,UI30,crm,control,Data & trust,summary,,STATE,PASS,State: content changed
UI30.36,UI30,crm,nested control,[menu: More] Data & definitions,button,,STATE,PASS,State: content changed
UI30.37,UI30,hr-overview,control,Dashboard Settings,button,,NAV,PASS,Opened native Settings
UI30.38,UI30,hr-overview,control,Data & definitions,a,,STATE,PASS,State: content changed
UI30.39,UI30,hr-overview,control,Data & trust,summary,,STATE,PASS,State: content changed
UI30.40,UI30,hr-overview,nested control,[menu: More] Data & definitions,button,,STATE,PASS,State: content changed
UI30.41,UI30,hr-attendance,control,Dashboard Settings,button,,NAV,PASS,Opened native Settings
UI30.42,UI30,hr-attendance,control,Data & definitions,a,,STATE,PASS,State: content changed
UI30.43,UI30,hr-attendance,control,Data & trust,summary,,STATE,PASS,State: content changed
UI30.44,UI30,hr-attendance,nested control,[menu: More] Data & definitions,button,,STATE,PASS,State: content changed
UI30.45,UI30,hr-time_off,control,Dashboard Settings,button,,NAV,PASS,Opened native Settings
UI30.46,UI30,hr-time_off,control,Data & definitions,a,,STATE,PASS,State: content changed
UI30.47,UI30,hr-time_off,control,Data & trust,summary,,STATE,PASS,State: content changed
UI30.48,UI30,hr-time_off,nested control,[menu: More] Data & definitions,button,,STATE,PASS,State: content changed
UI30.49,UI30,hr-shifts,control,Dashboard Settings,button,,NAV,PASS,Opened native Settings
UI30.50,UI30,hr-shifts,control,Data & definitions,a,,STATE,PASS,State: content changed
UI30.51,UI30,hr-shifts,control,Data & trust,summary,,STATE,PASS,State: content changed
UI30.52,UI30,hr-shifts,nested control,[menu: More] Data & definitions,button,,STATE,PASS,State: content changed
UI30.53,UI30,hr-employees,control,Dashboard Settings,button,,NAV,PASS,Opened native Settings
UI30.54,UI30,hr-employees,control,Data & definitions,a,,STATE,PASS,State: content changed
UI30.55,UI30,hr-employees,control,Data & trust,summary,,STATE,PASS,State: content changed
UI30.56,UI30,hr-employees,nested control,[menu: More] Data & definitions,button,,STATE,PASS,State: content changed
UI31.01,UI31,hr-overview,control,Human Resources · Apply period,button,,DISABLED,PASS,Disabled until a date changes (D13)
UI31.02,UI31,hr-attendance,control,Human Resources · Apply period,button,,DISABLED,PASS,Disabled until a date changes (D13)
UI31.03,UI31,hr-time_off,control,Human Resources · Apply period,button,,DISABLED,PASS,Disabled until a date changes (D13)
UI31.04,UI31,hr-shifts,control,Human Resources · Apply period,button,,DISABLED,PASS,Disabled until a date changes (D13)
UI31.05,UI31,hr-employees,control,Human Resources · Apply period,button,,DISABLED,PASS,Disabled until a date changes (D13)
UI32.01,UI32,hr-overview,component,Active employees,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI32.02,UI32,hr-overview,component,Checked in now,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI32.03,UI32,hr-overview,component,On approved time off,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI32.04,UI32,hr-overview,component,People at a glance,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI32.05,UI32,hr-overview,component,Published shifts,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI32.06,UI32,hr-overview,component,Team by department,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI32.07,UI32,hr-overview,component,Time off & upcoming shifts,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI32.08,UI32,hr-overview,component,Time off requests,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI32.09,UI32,hr-overview,component,Today’s attendance,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI32.10,UI32,hr-overview,component,Unassigned shifts,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI32.11,UI32,hr-overview,control,Active employees · View details,button,,STATE,PASS,State: section HR/Overview -> HR/Employees
UI32.12,UI32,hr-overview,control,Active employees · metric value,button,,STATE,PASS,State: section HR/Overview -> HR/Employees
UI32.13,UI32,hr-overview,control,Checked in now · View details,button,,STATE,PASS,State: section HR/Overview -> HR/Attendance
UI32.14,UI32,hr-overview,control,Checked in now · metric value,button,,STATE,PASS,State: section HR/Overview -> HR/Attendance
UI32.15,UI32,hr-overview,control,Human Resources · Attendance,button,,STATE,PASS,State: section HR/Overview -> HR/Attendance
UI32.16,UI32,hr-overview,control,Human Resources · Company,select,,STATE,PASS,State: content changed (+10 rpc)
UI32.17,UI32,hr-overview,control,Human Resources · Employees,button,,STATE,PASS,State: section HR/Overview -> HR/Employees
UI32.18,UI32,hr-overview,control,Human Resources · From,input[date],,DRAFT,PASS,Draft: applied with Apply filters -> STATE content changed (+1 rpc)
UI32.19,UI32,hr-overview,control,Human Resources · Overview,button,,REQUEST,PASS,Reloaded its source; same data
UI32.20,UI32,hr-overview,control,Human Resources · Shifts,button,,STATE,PASS,State: section HR/Overview -> HR/Shifts
UI32.21,UI32,hr-overview,control,Human Resources · Time off,button,,STATE,PASS,State: section HR/Overview -> HR/Time off
UI32.22,UI32,hr-overview,control,Human Resources · To,input[date],,DRAFT,PASS,Draft: applied with Apply filters -> STATE content changed (+1 rpc)
UI32.23,UI32,hr-overview,control,More,button,,STATE,PASS,State: menu opened
UI32.24,UI32,hr-overview,control,On approved time off · View details,button,,STATE,PASS,State: section HR/Overview -> HR/Time off
UI32.25,UI32,hr-overview,control,On approved time off · metric value,button,,STATE,PASS,State: section HR/Overview -> HR/Time off
UI32.26,UI32,hr-overview,control,Published shifts · View shifts,button,,STATE,PASS,State: section HR/Overview -> HR/Shifts
UI32.27,UI32,hr-overview,control,Refresh,button,,REQUEST,PASS,Reloaded its source; same data
UI32.28,UI32,hr-overview,control,Team by department · record row (sampled 2 of 8),button,,STATE,PASS,State: section HR/Overview -> HR/Employees
UI32.29,UI32,hr-overview,control,Team by department · record row (sampled 2 of 8),button,,STATE,PASS,State: section HR/Overview -> HR/Employees
UI32.30,UI32,hr-overview,control,Time off requests · View all,button,,STATE,PASS,State: section HR/Overview -> HR/Time off
UI32.31,UI32,hr-overview,control,Time off requests · record row (sampled 1 of 1),button,,DIALOG,PASS,Dialog: the selected record's details
UI32.32,UI32,hr-overview,control,Time off requests · record row (sampled 1 of 1),button,,DIALOG,PASS,Dialog: the selected record's details
UI32.33,UI32,hr-overview,control,Time off requests · record row (sampled 1 of 1),button,,DIALOG,PASS,Dialog: the selected record's details
UI32.34,UI32,hr-overview,control,Time off requests · record row (sampled 1 of 1),button,,DIALOG,PASS,Dialog: the selected record's details
UI32.35,UI32,hr-overview,control,Time off requests · record row (sampled 2 of 4),button,,NAV,PASS,Opened native a record form
UI32.36,UI32,hr-overview,control,Today’s attendance · View attendance,button,,STATE,PASS,State: section HR/Overview -> HR/Attendance
UI32.37,UI32,hr-overview,control,Today’s attendance · record row (sampled 2 of 3),button,,STATE,PASS,State: section HR/Overview -> HR/Attendance
UI32.38,UI32,hr-overview,control,Today’s attendance · record row (sampled 2 of 3),button,,STATE,PASS,State: section HR/Overview -> HR/Time off
UI32.39,UI32,hr-overview,nested control,[dialog: the selected record] Employee records · Attendance,button,,CLOSED,PASS,Closed its dialog or menu and loaded the linked view
UI32.40,UI32,hr-overview,nested control,[dialog: the selected record] Employee records · Shifts,button,,DISABLED,PASS,Disabled by state (disabled when shown)
UI32.41,UI32,hr-overview,nested control,[dialog: the selected record] Employee records · Time off,button,,CLOSED,PASS,Closed its dialog or menu and loaded the linked view
UI32.42,UI32,hr-overview,nested control,[dialog: the selected record] profile · Back to dashboard,button,,CLOSED,PASS,Closed its dialog or menu
UI32.43,UI32,hr-overview,nested control,[dialog: the selected record] profile · Close,button,,CLOSED,PASS,Closed its dialog or menu
UI32.44,UI32,hr-overview,nested control,[dialog: the selected record] profile · Open employee profile,button,,NAV,PASS,Opened native a record form
UI32.45,UI32,hr-overview,reference control,About this proposal,reference control,present,REFERENCE-ONLY,N/A,Prototype-only explanation link; the contract replaces implementation notes with owner language
UI32.46,UI32,hr-overview,reference control,People at a glance · Active employees: 17,reference control,present,REFERENCE-ONLY,PASS,Metric value button operated in Odoo on that card (native value opens its report)
UI32.47,UI32,hr-overview,reference control,People at a glance · Checked in now: 9,reference control,present,REFERENCE-ONLY,PASS,Metric value button operated in Odoo on that card (native value opens its report)
UI32.48,UI32,hr-overview,reference control,People at a glance · On approved time off: 2,reference control,present,REFERENCE-ONLY,PASS,Metric value button operated in Odoo on that card (native value opens its report)
UI32.49,UI32,hr-overview,reference control,People at a glance · Unassigned shifts: 2,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI32.50,UI32,hr-overview,reference control,Published shifts · record row,reference control x4,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI32.51,UI32,hr-overview,reference control,Team by department · Administration,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI32.52,UI32,hr-overview,reference control,Team by department · Retail,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI32.53,UI32,hr-overview,reference control,Team by department · Warehouse,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI32.54,UI32,hr-overview,reference control,Time off requests · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI32.55,UI32,hr-overview,reference control,Time off requests · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI32.56,UI32,hr-overview,reference control,Time off requests · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI32.57,UI32,hr-overview,reference control,Time off requests · record row,reference control x2,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI32.58,UI32,hr-overview,reference control,Time off requests · record row,reference control,present,REFERENCE-ONLY,PASS,Same row control operated on native records in this panel
UI33.01,UI33,hr-attendance,component,Attendance records,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI33.02,UI33,hr-attendance,control,Attendance records · Open Attendances,button,,NAV,PASS,Opened native Attendances
UI33.03,UI33,hr-attendance,control,Human Resources · Apply filters,button,,REQUEST,PASS,Reloaded its source; same data
UI33.04,UI33,hr-attendance,control,Human Resources · Attendance,button,,REQUEST,PASS,Reloaded its source; same data
UI33.05,UI33,hr-attendance,control,Human Resources · Clear,button,,REQUEST,PASS,Reloaded its source; same data
UI33.06,UI33,hr-attendance,control,Human Resources · Company,select,,STATE,PASS,State: content changed (+10 rpc)
UI33.07,UI33,hr-attendance,control,Human Resources · Department,select,,DRAFT,PASS,"Draft: applied with Apply filters -> REQUEST 1 rpc, same content"
UI33.08,UI33,hr-attendance,control,Human Resources · Employee or role,input[search],,DRAFT,PASS,Draft: applied with Apply filters -> STATE content changed (+1 rpc)
UI33.09,UI33,hr-attendance,control,Human Resources · Employees,button,,STATE,PASS,State: section HR/Attendance -> HR/Employees
UI33.10,UI33,hr-attendance,control,Human Resources · From,input[date],,DRAFT,PASS,Draft: applied with Apply filters -> STATE content changed (+1 rpc)
UI33.11,UI33,hr-attendance,control,Human Resources · Next page,button,,DISABLED,PASS,Disabled at a pagination boundary
UI33.12,UI33,hr-attendance,control,Human Resources · Overview,button,,STATE,PASS,State: section HR/Attendance -> HR/Overview
UI33.13,UI33,hr-attendance,control,Human Resources · Previous page,button,,DISABLED,PASS,Disabled at a pagination boundary
UI33.14,UI33,hr-attendance,control,Human Resources · Shifts,button,,STATE,PASS,State: section HR/Attendance -> HR/Shifts
UI33.15,UI33,hr-attendance,control,Human Resources · Status,select,,DRAFT,PASS,Draft: applied with Apply filters -> STATE content changed (+1 rpc)
UI33.16,UI33,hr-attendance,control,Human Resources · Time off,button,,STATE,PASS,State: section HR/Attendance -> HR/Time off
UI33.17,UI33,hr-attendance,control,Human Resources · To,input[date],,DRAFT,PASS,Draft: applied with Apply filters -> STATE content changed (+1 rpc)
UI33.18,UI33,hr-attendance,control,Human Resources · metric value,button,,REQUEST,PASS,Reloaded its source; same data
UI33.19,UI33,hr-attendance,control,Human Resources · record row (sampled 2 of 4),button,,DIALOG,PASS,Dialog: the selected record's details
UI33.20,UI33,hr-attendance,control,Human Resources · record row (sampled 2 of 4),button,,DIALOG,PASS,Dialog: the selected record's details
UI33.21,UI33,hr-attendance,control,Human Resources · record row (sampled 2 of 4),button,,NAV,PASS,Opened native a record form
UI33.22,UI33,hr-attendance,control,More,button,,STATE,PASS,State: menu opened
UI33.23,UI33,hr-attendance,control,Refresh,button,,REQUEST,PASS,Reloaded its source; same data
UI33.24,UI33,hr-attendance,nested control,[dialog: the selected record] Employee records · Attendance,button,,CLOSED,PASS,Closed its dialog or menu and loaded the linked view
UI33.25,UI33,hr-attendance,nested control,[dialog: the selected record] Employee records · Shifts,button,,DISABLED,PASS,Disabled by state (disabled when shown)
UI33.26,UI33,hr-attendance,nested control,[dialog: the selected record] Employee records · Time off,button,,CLOSED,PASS,Closed its dialog or menu and loaded the linked view
UI33.27,UI33,hr-attendance,nested control,[dialog: the selected record] profile · Back to dashboard,button,,CLOSED,PASS,Closed its dialog or menu
UI33.28,UI33,hr-attendance,nested control,[dialog: the selected record] profile · Close,button,,CLOSED,PASS,Closed its dialog or menu
UI33.29,UI33,hr-attendance,nested control,[dialog: the selected record] profile · Open employee profile,button,,NAV,PASS,Opened native a record form
UI33.30,UI33,hr-attendance,reference control,About this proposal,reference control,present,REFERENCE-ONLY,N/A,Prototype-only explanation link; the contract replaces implementation notes with owner language
UI33.31,UI33,hr-attendance,reference control,All departments …,reference control,present,REFERENCE-ONLY,PASS,Same filter operated in Odoo (the 'Department' selector)
UI33.32,UI33,hr-attendance,reference control,All statuses …,reference control,present,REFERENCE-ONLY,PASS,Same filter operated in Odoo (the 'Status' selector)
UI33.33,UI33,hr-attendance,reference control,Page 1,reference control x3,present,REFERENCE-ONLY,PASS,Page buttons operated in Odoo
UI33.34,UI33,hr-attendance,reference control,Search employees…,reference control,present,REFERENCE-ONLY,PASS,Same search field operated in Odoo
UI33.35,UI33,hr-attendance,reference control,record row,reference control x2,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
UI33.36,UI33,hr-attendance,reference control,record row,reference control x2,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
UI33.37,UI33,hr-attendance,reference control,record row,reference control x2,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
UI34.01,UI34,hr-time_off,component,Approved leave hours (signed),titled component,absent,ODOO-ONLY,PASS,Accepted existing capability kept on Time off only (deviation D10)
UI34.02,UI34,hr-time_off,component,Time off requests,titled component,present,COMPARED,PASS,Present in both; paired capture inspected
UI34.03,UI34,hr-time_off,control,Approved leave hours (signed) · Source & definition,button,,DIALOG,PASS,Dialog: Approved leave hours (signed)
UI34.04,UI34,hr-time_off,control,Approved leave hours (signed) · metric value,button,,NAV,PASS,Opened native Time Off by Type
UI34.05,UI34,hr-time_off,control,Human Resources · Apply filters,button,,REQUEST,PASS,Reloaded its source; same data
UI34.06,UI34,hr-time_off,control,Human Resources · Attendance,button,,STATE,PASS,State: section HR/Time off -> HR/Attendance
UI34.07,UI34,hr-time_off,control,Human Resources · Clear,button,,REQUEST,PASS,Reloaded its source; same data
UI34.08,UI34,hr-time_off,control,Human Resources · Company,select,,STATE,PASS,State: content changed (+10 rpc)
UI34.09,UI34,hr-time_off,control,Human Resources · Department,select,,DRAFT,PASS,"Draft: applied with Apply filters -> REQUEST 1 rpc, same content"
UI34.10,UI34,hr-time_off,control,Human Resources · Employee or role,input[search],,DRAFT,PASS,"Draft: applied with Apply filters -> REQUEST 1 rpc, same content"
UI34.11,UI34,hr-time_off,control,Human Resources · Employees,button,,STATE,PASS,State: section HR/Time off -> HR/Employees
UI34.12,UI34,hr-time_off,control,Human Resources · From,input[date],,DRAFT,PASS,Draft: applied with Apply filters -> STATE content changed (+1 rpc)
UI34.13,UI34,hr-time_off,control,Human Resources · Next page,button,,STATE,PASS,State: content changed (+1 rpc)
UI34.14,UI34,hr-time_off,control,Human Resources · Overview,button,,STATE,PASS,State: section HR/Time off -> HR/Overview
UI34.15,UI34,hr-time_off,control,Human Resources · Previous page,button,,DISABLED,PASS,Disabled at a pagination boundary
UI34.16,UI34,hr-time_off,control,Human Resources · Shifts,button,,STATE,PASS,State: section HR/Time off -> HR/Shifts
UI34.17,UI34,hr-time_off,control,Human Resources · Status,select,,DRAFT,PASS,Draft: applied with Apply filters -> STATE content changed (+1 rpc)
UI34.18,UI34,hr-time_off,control,Human Resources · Time off,button,,REQUEST,PASS,Reloaded its source; same data
UI34.19,UI34,hr-time_off,control,Human Resources · To,input[date],,DRAFT,PASS,Draft: applied with Apply filters -> STATE content changed (+1 rpc)
UI34.20,UI34,hr-time_off,control,Human Resources · metric value,button,,REQUEST,PASS,Reloaded its source; same data
UI34.21,UI34,hr-time_off,control,Human Resources · metric value,button,,STATE,PASS,State: content changed (+1 rpc)
UI34.22,UI34,hr-time_off,control,Human Resources · record row (sampled 2 of 6),button,,DIALOG,PASS,Dialog: the selected record's details
UI34.23,UI34,hr-time_off,control,Human Resources · record row (sampled 2 of 6),button,,DIALOG,PASS,Dialog: the selected record's details
UI34.24,UI34,hr-time_off,control,Human Resources · record row (sampled 2 of 6),button,,NAV,PASS,Opened native a record form
UI34.25,UI34,hr-time_off,control,More,button,,STATE,PASS,State: menu opened
UI34.26,UI34,hr-time_off,control,Refresh,button,,REQUEST,PASS,Reloaded its source; same data
UI34.27,UI34,hr-time_off,control,Time off requests · Open Time Off,button,,NAV,PASS,Opened native All Time Off
UI34.28,UI34,hr-time_off,nested control,[dialog: Source & definition] Approved leave hours (signed) · Back to dashboard,button,,CLOSED,PASS,Closed its dialog or menu
UI34.29,UI34,hr-time_off,nested control,[dialog: Source & definition] Approved leave hours (signed) · Close,button,,CLOSED,PASS,Closed its dialog or menu
UI34.30,UI34,hr-time_off,nested control,[dialog: Source & definition] Approved leave hours (signed) · View report,button,,NAV,PASS,Opened native Time Off by Type
UI34.31,UI34,hr-time_off,nested control,[dialog: the selected record] Employee records · Attendance,button,,CLOSED,PASS,Closed its dialog or menu and loaded the linked view
UI34.32,UI34,hr-time_off,nested control,[dialog: the selected record] Employee records · Shifts,button,,DISABLED,PASS,Disabled by state (disabled when shown)
UI34.33,UI34,hr-time_off,nested control,[dialog: the selected record] Employee records · Time off,button,,CLOSED,PASS,Closed its dialog or menu and loaded the linked view
UI34.34,UI34,hr-time_off,nested control,[dialog: the selected record] profile · Back to dashboard,button,,CLOSED,PASS,Closed its dialog or menu
UI34.35,UI34,hr-time_off,nested control,[dialog: the selected record] profile · Close,button,,CLOSED,PASS,Closed its dialog or menu
UI34.36,UI34,hr-time_off,nested control,[dialog: the selected record] profile · Open employee profile,button,,NAV,PASS,Opened native a record form
UI34.37,UI34,hr-time_off,reference control,About this proposal,reference control,present,REFERENCE-ONLY,N/A,Prototype-only explanation link; the contract replaces implementation notes with owner language
UI34.38,UI34,hr-time_off,reference control,All departments …,reference control,present,REFERENCE-ONLY,PASS,Same filter operated in Odoo (the 'Department' selector)
UI34.39,UI34,hr-time_off,reference control,All statuses …,reference control,present,REFERENCE-ONLY,PASS,Same filter operated in Odoo (the 'Status' selector)
UI34.40,UI34,hr-time_off,reference control,Page 1,reference control,present,REFERENCE-ONLY,PASS,Page buttons operated in Odoo
UI34.41,UI34,hr-time_off,reference control,Review request,reference control x2,present,REFERENCE-ONLY,CONDITIONAL,"Same action as the operated 'View request'; it reads 'Review request' for requests awaiting approval (hr.xml), and the local period has none"
UI34.42,UI34,hr-time_off,reference control,Search employees…,reference control,present,REFERENCE-ONLY,PASS,Same search field operated in Odoo
UI34.43,UI34,hr-time_off,reference control,record row,reference control,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
UI34.44,UI34,hr-time_off,reference control,record row,reference control,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
UI34.45,UI34,hr-time_off,reference control,record row,reference control,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
UI34.46,UI34,hr-time_off,reference control,record row,reference control,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
UI34.47,UI34,hr-time_off,reference control,record row,reference control,present,REFERENCE-ONLY,PASS,Same employee row control operated on native records
UI35.01,UI35,hr-shifts,component,Shift schedule,titled component,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.02,UI35,hr-shifts,control,Human Resources · Attendance,button,,STATE,PASS,State: section HR/Shifts -> HR/Attendance
UI35.03,UI35,hr-shifts,control,Human Resources · Company,select,,REQUEST,PASS,Reloaded its source; same data
UI35.04,UI35,hr-shifts,control,Human Resources · Employees,button,,STATE,PASS,State: section HR/Shifts -> HR/Employees
UI35.05,UI35,hr-shifts,control,Human Resources · From,input[date],,DRAFT,PASS,"Draft: applied with Apply filters -> REQUEST 1 rpc, same content"
UI35.06,UI35,hr-shifts,control,Human Resources · Overview,button,,STATE,PASS,State: section HR/Shifts -> HR/Overview
UI35.07,UI35,hr-shifts,control,Human Resources · Shifts,button,,REQUEST,PASS,Reloaded its source; same data
UI35.08,UI35,hr-shifts,control,Human Resources · Time off,button,,STATE,PASS,State: section HR/Shifts -> HR/Time off
UI35.09,UI35,hr-shifts,control,Human Resources · To,input[date],,DRAFT,PASS,"Draft: applied with Apply filters -> REQUEST 1 rpc, same content"
UI35.10,UI35,hr-shifts,control,More,button,,STATE,PASS,State: menu opened
UI35.11,UI35,hr-shifts,control,Refresh,button,,REQUEST,PASS,Reloaded its source; same data
UI35.12,UI35,hr-shifts,reference control,About this proposal,reference control,present,REFERENCE-ONLY,N/A,Prototype-only explanation link; the contract replaces implementation notes with owner language
UI35.13,UI35,hr-shifts,reference control,All departments …,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.14,UI35,hr-shifts,reference control,All statuses …,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.15,UI35,hr-shifts,reference control,Apply filters,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.16,UI35,hr-shifts,reference control,Clear,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.17,UI35,hr-shifts,reference control,Search employees…,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.18,UI35,hr-shifts,reference control,Shift schedule · List,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.19,UI35,hr-shifts,reference control,Shift schedule · Open Planning,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.20,UI35,hr-shifts,reference control,Shift schedule · Week,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.21,UI35,hr-shifts,reference control,record row,reference control x2,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.22,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.23,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.24,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.25,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.26,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.27,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.28,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.29,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.30,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.31,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.32,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.33,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.34,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.35,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.36,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.37,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
UI35.38,UI35,hr-shifts,reference control,shift card,reference control,present,REFERENCE-ONLY,BLOCKED,"Needs Enterprise Planning, not installable locally; the Shifts views show 'Planning is not installed'. Verify on the Odoo.sh build."
